sample	organelle_type	fastq_format	mean_error_rate	trim_percent	trim_int	trim_chars	mean_read_len	max_read_len	num_reads_1	seed_read_filesize	estimated_base_coverage	closest_seed	unmapped_percentage	unmapped_lengths	num_reads_2	w	k	max_extending_len	pre_w	mem_dup	mem_used	n_unique_reads	n_reads	n_bases	dup_used	mem_group	rounds	accepted_lines	accepted_words	mem_extending	circular	degenerate_base_used	library_size	library_deviation	library_left	library_right	res_kmer	res_kmer_cov	res_base_cov	res_path_count	res_len	time	mem_spades	mem_max
auto--SRR5801934-mitogenome	fungus_mt	Illumina 1.8+	0.0032	0.00%	33..33	!	150.0	150	8440739+8440739	5505362	565.32				7465425+7465425	119	21,43,65,87,127	inf	119	3943853719	3803193540	11055915	14930850	2239627500	200000/2319405	4524748046	7	72243	680198	2805687386	no	no	253.246	19.5996	228.0	279.0	127	287.774	1799.615	1	1216+1884+2982+9123+12420	1713.29		4524748046
auto--SRR5801935-mitogenome	fungus_mt	Illumina 1.8+	0.0037	0.00%	33..33	!	150.0	150	12258428+12258428	12693458	470.70					119	21,43,65,87,127	inf	119	5355824218	4842575626	19512251	24516856	3677528400	200000/3260067	5563056390	10	311159	2226774	2735894167	yes	no	325.825	16.1991	305.0	347.0	127	272.638	1705.08	3	97165	3879.02		5563056390
auto--SRR5801943-mitogenome	fungus_mt	Illumina 1.8+	0.0045	0.00%	33..33	!	150.0	150	9346721+12365300	30907710	674.10				6932704+9171662	119	21,43,65,87,127	inf	119	4010425712	3712999227	15172321	16104366	2415654900	200000/782306	4795330985	8	68282	1748630	3307124817	no	no	609.716	37.0261	567.0	659.0	127	98.622	616.595	1	776+972+1212+3687+3961+5097+6467+7980	2632.23		4795330985
auto--SRR5801947-mitogenome	fungus_mt	Illumina 1.8+	0.0026	0.00%	33..33	!	150.0	150	15000000+15000000	2806274	44.74					98	21,43,65,87,127	inf	98	5467493367	5059471474	25260697	30000000	4500000000	200000/3553050	8208756244	10	88113	931326	4396972769	yes	no	254.386	18.017	233.0	278.0	87	281.945	660.839	1	34591	4809.65		8208756244
auto--SRR5802125-mitogenome	fungus_mt	Illumina 1.8+	0.0032	0.00%	33..33	!	150.0	150	6611429+6611429	19493106	607.53				5441233+5441233	119	21,43,65,87,127	inf	119	3700114325	3275986305	8603160	10882466	1632369900	200000/1209346	3912715206	5	161429	1913768	2269890215	yes	no	292.579	22.2942	264.0	321.0	127	166.519	1040.955	8	100720	2046.37		3912715206
auto--SRR5802181-mitogenome	fungus_mt	Illumina 1.8+	0.0116	0.00%	33..33	!	150.0	150	6187876+6187876	4835272	428.86					118	21,43,65,87,127	inf	118	3839700762	3697966841	11144047	12375752	1856362800	200000/849144	4429185024	10	162924	2084456	3038689361	no	no	576.557	34.0416	536.0	623.0	127	225.715	1411.13	1	5124+10556+18153	2033.83		4429185024
auto--SRR5802411-mitogenome	fungus_mt	Illumina 1.8+	0.0138	0.00%	33..33	!	150.0	150	5186891+5186891	66797910	880.58				2945166+2945166	119	21,43,65,87,127	inf	119	2092722814	1875826966	4931884	5890332	883549800	200000/625525	3577707757	7	136779	4535620	2312839888	no	no	666.836	37.1123	623.0	718.0	127	91.246	570.475	1	18470+37990	963.23		3577707757
auto--SRR5802413-mitogenome	fungus_mt	Illumina 1.8+	0.0108	0.00%	33..33	!	150.0	150	6846826+6846826	180036380	1022.85				3346928+3346928	119	21,43,65,87,127	inf	119	2669322174	2279553892	6107775	6693856	1004078400	200000/446947	3566970339	3	173492	8942680	2310692405	yes	no	518.226	28.181	485.0	556.0	127	83.257	520.504	1	73485	1256.46		3566970339
auto--SRR5802419-mitogenome	fungus_mt	Illumina 1.8+	0.0149	0.00%	33..33	!	150.0	150	8717074+8717074	3952996	415.90					113	21,43,65,87,127	inf	113	4093103833	3784939929	14569988	17434148	2615122200	200000/2024454	5415953760	10	74910	817098	3644279750	no	no	493.42	31.9391	454.0	536.0	127	233.988	1462.776	1	1105+1195+1412+1715+2314+4229+10455	2432.15		5415953760
auto--SRR5802698-mitogenome	fungus_mt	Illumina 1.8+	0.0083	0.00%	33..33	!	150.0	150	13513514+13513514	10053136	267.90					105	21,43,65,87,127	inf	105	5340791832	4955318517	24436995	27027028	4054054200	200000/2000318	7543036313	10	201822	3106662	4017941905	no	no	720.213	31.5315	683.0	765.0	127	77.552	484.881	1	3696+5588+5834+11740+12353+13994+17614	4258.83		7543036313
auto--SRR5802733-mitogenome	fungus_mt	Illumina 1.8+	0.0151	0.00%	33..33	!	150.0	150	10083927+10083927	106875138	668.90				7537680+7537680	119	21,43,65,87,127	inf	119	4051227901	3761317609	13208904	15075360	2261304000	200000/1346468	5119601016	3	188221	9063806	3316788494	no	no	687.946	31.0647	651.0	732.0	127	80.558	503.648	1	7598+18292+33922	2100.35		5119601016
auto--SRR5803887-mitogenome	fungus_mt	Illumina 1.8+	0.005	0.00%	33..33	!	150.0	150	4044285+4044285	45119906	940.04				2151126+2151126	119	21,43,65,87,127	inf	119	1272384061	1153198718	2777407	4302252	645337800	200000/832276	3162169671	10	60500	1144084	2180769644	no	no	281.376	16.8811	260.0	304.0	127	93.147	582.256	1	1141+1397+4823+5466+5613+10090+16866	923.73		3162169671
auto--SRR5803890-mitogenome	fungus_mt	Illumina 1.8+	0.0159	0.00%	33..33	!	150.0	150	15000000+15000000	1696534	14.03					49	21,43,65,87,127	inf	49	6025839116	5617817223	25571793	30000000	4500000000	200000/3039505	9369471156	1	5402240	200406018	31717259739	no	no	621.14	26.6083	591.0	659.0	127	27.143	169.7	1	11276+55169	29486.38		31717259739
auto--SRR5803905-mitogenome	fungus_mt	Illumina 1.8+	0.0123	0.00%	33..33	!	150.0	150	7718206+7718206	5967676	424.63					117	21,43,65,87,127	inf	117	4014720679	3890166628	10354123	15436412	2315461800	200000/2678908	4561255268	10	393152	3335046	2337535950	no	no	238.392	18.6182	215.0	263.0	127	149.362	933.769	1	2630+3941+7600+11484+12331+47414+101457	4463.4		4561255268
auto--SRR5803909-mitogenome	fungus_mt	Illumina 1.8+	0.0031	0.00%	33..33	!	150.0	150	5909381+5909381	5137900	468.75					119	21,43,65,87,127	inf	119	3874060500	3463891124	9212720	11818762	1772814300	200000/1446240	4162897051	5	146904	1506306	2397665492	yes	no	270.802	17.0246	249.0	293.0	127	442.516	2766.359	1	33655	1850.42		4162897051
auto--SRR5803913-mitogenome	fungus_mt	Illumina 1.8+	0.0148	0.00%	33..33	!	150.0	150	13525326+13525326	9681042	603.30				11209396+11209396	119	21,43,65,87,127	inf	119	5056250249	4875861622	20372041	22418792	3362818800	200000/1428110	5565203873	10	331919	3378406	2284922601	no	no	690.284	28.4241	656.0	729.0	127	278.368	1740.141	1	4100+7315+9319+11110+14466+19097	4455.19		5565203873
auto--SRR5803916-mitogenome	fungus_mt	Illumina 1.8+	0.0054	0.00%	33..33	!	150.0	150	15000000+15000000	1604738	13.17					49	21,43,65,87,127	inf	49	6070936272	5661840637	24331734	30000000	4500000000	200000/4154826	8959301779	1	6288248	200001438	32014686224	no	no	304.17	19.266	281.0	330.0	127	28.449	177.918	1	62892	36840.05		32014686224
auto--SRR5803922-mitogenome	fungus_mt	Illumina 1.8+	0.0076	0.00%	33..33	!	150.0	150	15000000+15000000	1458298	49.51					81	21,43,65,87,127	inf	81	5586678710	5011153092	26358523	30000000	4500000000	200000/2628556	8282844430	3	10833792	200075562	39006892982	no	no	671.236	32.6622	632.0	716.0	127	36.471	227.961	1	1417+1759+2126+2683+3074+3773+3996+4534+5816	38438.66		39006892982
auto--SRR5803923-mitogenome	fungus_mt	Illumina 1.8+	0.0044	0.00%	33..33	!	150.0	150	14642604+14642604	5482042	320.21					117	21,43,65,87,127	inf	117	5487894462	5086315020	23630529	29285208	4392781200	200000/3548935	5735928823	10	2629027	21483290	4940286132	yes	no	329.943	22.492	301.0	359.0	127	239.64	1498.729	1	76354	9650.47		5735928823
auto--SRR5803926-mitogenome	fungus_mt	Illumina 1.8+	0.01	0.00%	33..33	!	150.0	150	15000000+15000000	2423720	42.04					71	21,43,65,87,127	inf	71	6594922283	6018322923	28655784	30000000	4500000000	200000/1063802	8200166309	2	8299089	200050580	35423816515	no	no	632.027	23.2795	603.0	663.0	127	35.568	222.363	1	9638+21625+43188	27183.26		35423816515
auto--SRR5803928-mitogenome	fungus_mt	Illumina 1.8+	0.0084	0.00%	33..33	!	150.0	150	2235410+2235410	43070116	871.44				1282600+1282600	119	21,43,65,87,127	inf	119	1015759765	930934161	2271722	2565200	384780000	200000/209179	2968896143	4	86793	2599874	2126008811	yes	no	362.166	14.9553	343.0	382.0	127	93.585	585.02	1	42366	843.06		2968896143
auto--SRR5803930-mitogenome	fungus_mt	Illumina 1.8+	0.0111	0.00%	33..33	!	150.0	150	15000000+15000000	9355744	116.69					74	21,43,65,87,127	inf	74	6502580486	5927054868	28378893	30000000	4500000000	200000/1360022	9995462639	3	6316162	200021302	37260988776	yes	no	585.693	25.2754	555.0	619.0	127	23.795	148.764	1	56786	38798.83		37260988776
auto--SRR5803933-mitogenome	fungus_mt	Illumina 1.8+	0.0033	0.00%	33..33	!	150.0	150	4619902+4619902	1522392	120.01					92	21,43,65,87,127	inf	92	2037961981	1795296329	4165719	9239804	1385970600	200000/1075752	5395552665	10	37253	785634	3827889602	no	no	342.434	16.7893	321.0	365.0	127	44.532	278.421	1	4499+8174+35066	5764.33		5395552665
auto--SRR5804015-mitogenome	fungus_mt	Illumina 1.8+	0.0056	0.00%	33..33	!	150.0	150	7468620+7468620	14922330	632.60				5903075+5903075	119	21,43,65,87,127	inf	119	3793529864	3676492005	10392080	11806150	1770922500	200000/701779	4374424190	5	346400	4620698	2554431799	yes	no	718.954	45.233	665.0	772.0	87	872.197	2044.516	1	64592	2424.82		4374424190
auto--SRR5804017-mitogenome	fungus_mt	Illumina 1.8+	0.0046	0.00%	33..33	!	150.0	150	7142857+7142857	756436	48.77					88	21,43,65,87,127	inf	88	3201898119	2750926553	6440430	14285714	2142857100	200000/1740210	7556994957	10	21778	546508	4530116755	no	no	318.301	20.3297	293.0	345.0	127	17.399	108.776	4	1438+2090+2317+3037+3205+5620+7843+9822	1762.99		7556994957
auto--SRR5804018-mitogenome	fungus_mt	Illumina 1.8+	0.0076	0.00%	33..33	!	150.0	150	13267306+13267306	25198266	474.14					119	21,43,65,87,127	inf	119	5344013058	5131412176	20196907	26534612	3980191800	200000/3734319	5771362304	7	755388	6558322	2845415833	yes	no	349.864	23.8137	320.0	381.0	127	228.734	1430.321	9	209881	7411.5		5771362304
auto--SRR5804020-mitogenome	fungus_mt	Illumina 1.8+	0.0057	0.00%	33..33	!	150.0	150	15000000+15000000	3697274	34.78					70	21,43,65,87,127	inf	70	6120328396	5711232761	23343683	30000000	4500000000	200000/4684712	8963596746	2	11518040	200145832	36171140825	no	no	287.098	16.4338	266.0	308.0	127	67.961	425.015	1	1185+1251+1759+7552+7677+7975+10933+11920+11924+19184+23440	33429.04		36171140825
auto--SRR5804023-mitogenome	fungus_mt	Illumina 1.8+	0.0052	0.00%	33..33	!	150.0	150	8182641+8182641	4059200	471.53					119	21,43,65,87,127	inf	119	4055522869	3840774504	11969741	16365282	2454792300	200000/2373728	4608499908	5	255897	2700906	2864743186	yes	no	567.398	23.9544	538.0	598.0	127	438.468	2741.041	1	35303	2304.15		4608499908
auto--SRR5804112-mitogenome	fungus_mt	Illumina 1.8+	0.0058	0.00%	33..33	!	150.0	150	10892112+10892112	32975844	778.11				6999103+6999103	119	21,43,65,87,127	inf	119	3921305141	3807488507	10671752	13998206	2099730900	200000/2010572	4464618504	6	266853	2720456	2152852357	no	no	329.687	18.592	306.0	354.0	127	145.509	909.919	1	93665	3799.5		4464618504
auto--SRR5804115-mitogenome	fungus_mt	Illumina 1.8+	0.0059	0.00%	33..33	!	150.0	150	15000000+15000000	1278610	2.89					49	21,43,65,87,127	inf	49	6065567563	5657545670	24437687	30000000	4500000000	200000/4214182	9226663493	1	4375103	200152894	31243739594	no	no					127	2.571	16.078	1	1604+4907+6693+8342+13569+14174+14581+15477+26991+39938	39980.81		31243739594
auto--SRR5804118-mitogenome	fungus_mt	Illumina 1.8+	0.0136	0.00%	33..33	!	150.0	150	12602269+12602269	8220302	100.23					72	21,43,65,87,127	inf	72	5829344362	5457829691	23245566	25204538	3780680700	200000/1190574	7031935205	1	5620340	200243310	36681168191	yes	no	655.604	30.1898	620.0	691.0	127	122.664	767.901	1	197830	27545.53		36681168191
auto--SRR5804119-mitogenome	fungus_mt	Illumina 1.8+	0.0054	0.00%	33..33	!	150.0	150	4087917+4087917	45399582	897.20				2278146+2278146	119	21,43,65,87,127	inf	119	1440961527	1236950581	3018824	4556292	683443800	200000/859438	3728031612	10	75966	1364838	2190433320	yes	no	309.06	22.0577	281.0	338.0	127	96.292	602.023	1	53725	1063.71		3728031612
auto--SRR5804120-mitogenome	fungus_mt	Illumina 1.8+	0.0055	0.00%	33..33	!	150.0	150	6063955+6063955	46661388	863.03				3513157+3513157	119	21,43,65,87,127	inf	119	2128156295	1903744253	4729978	7026314	1053947100	200000/1330373	4042637967	5	82727	1570576	2210834415	yes	no	312.428	17.488	290.0	334.0	127	111.58	697.622	1	49013	1427.79		4042637967
auto--SRR5804127-mitogenome	fungus_mt	Illumina 1.8+	0.018	0.00%	33..33	!	150.0	150	15000000+15000000	6417908	15.05					49	21,43,65,87,127	inf	49	6178310455	5600637353	25672399	30000000	4500000000	200000/2894704	9706626088	1	4521776	200371848	31936303071	yes	no	631.321	61.0778	575.0	703.0	127	87.086	544.453	1	204855	24533.87		31936303071
auto--SRR5804130-mitogenome	fungus_mt	Illumina 1.8+	0.0055	0.00%	33..33	!	150.0	150	9064406+9064406	47607204	911.18				4973969+4973969	119	21,43,65,87,127	inf	119	3894461595	3478923509	9452257	9947938	1492190700	200000/372037	4179003179	5	120577	3760876	2609192632	yes	no	767.411	39.9749	722.0	820.0	127	85.716	535.994	1	51478	1937.01		4179003179
auto--SRR5804131-mitogenome	fungus_mt	Illumina 1.8+	0.0054	0.00%	33..33	!	150.0	150	6449870+6449870	46453322	950.80				3391798+3391798	119	21,43,65,87,127	inf	119	2048699400	1826434842	4521419	6783596	1017539400	200000/1295004	3576634015	4	80253	1489940	2390149300	yes	no	323.045	20.7203	298.0	349.0	127	97.397	608.951	1	54045	1110.05		3576634015
auto--SRR5804137-mitogenome	fungus_mt	Illumina 1.8+	0.006	0.00%	33..33	!	150.0	150	4299656+4299656	244517780	1021.16				2105282+2105282	119	21,43,65,87,127	inf	119	1493574877	1291711414	3247275	4210564	631584600	200000/614390	2909840343	4	198741	7186258	2301028728	yes	no	333.786	17.8371	311.0	357.0	127	84.803	530.262	1	133763	1302.91		2909840343
auto--SRR5804139-mitogenome	fungus_mt	Illumina 1.8+	0.0063	0.00%	33..33	!	150.0	150	9483906+9483906	892206	30.52					65	21,43,65,87,127	inf	65	4726611509	4405562703	14680579	18967812	2845171800	200000/2076806	6162204327	5	11645393	200024524	35895189176	yes	no	310.542	24.8185	279.0	342.0	127	543.592	3398.555	1	101034	32511.08		35895189176
auto--SRR5804145-mitogenome	fungus_mt	Illumina 1.8+	0.0046	0.00%	33..33	!	150.0	150	15000000+15000000	2755266	178.86					91	21,43,65,87,127	inf	91	5602784837	5027259219	25805822	30000000	4500000000	200000/3281426	8550206144	4	8691950	200039038	40124658221	yes	no	322.314	21.4596	296.0	350.0	127	133.263	833.334	1	86448	41310.96		40124658221
auto--SRR5804147-mitogenome	fungus_mt	Illumina 1.8+	0.0061	0.00%	33..33	!	150.0	150	15000000+15000000	24145638	461.08					119	21,43,65,87,127	inf	119	5492189429	5084167536	24839660	30000000	4500000000	200000/3977799	6532645257	6	224022	1456546	1908039221	yes	no	322.428	18.6396	299.0	347.0	127	129.275	808.432	1	80659	3210.35		6532645257
auto--SRR5804153-mitogenome	fungus_mt	Illumina 1.8+	0.0052	0.00%	33..33	!	150.0	150	6443299+6443299	886982	21.74					49	21,43,65,87,127	inf	49	3384434229	2946347565	6146104	12886598	1932989700	200000/1540850	7052336300	4	4791203	200000816	31629212909	no	no	349.003	19.3198	325.0	375.0	127	38.04	237.816	1	31957+33399+36519	38680.45		31629212909
auto--SRR5804157-mitogenome	fungus_mt	Illumina 1.8+	0.0068	0.00%	33..33	!	150.0	150	10664246+10664246	12339544	545.31				9778214+9778214	119	21,43,65,87,127	inf	119	4175781953	3850438180	14989057	19556428	2933464200	200000/2332852	4559107784	10	571149	6196922	2571611668	no	no	627.642	29.5216	591.0	667.0	127	249.0	1556.613	1	1017+2399+2598+3840+10939+13248+20085+23200	3631.22		4559107784
auto--SRR5804159-mitogenome	fungus_mt	Illumina 1.8+	0.0125	0.00%	33..33	!	150.0	150	10211082+10211082	10889810	696.60				7329184+7329184	119	21,43,65,87,127	inf	119	3967476039	3764538834	12209537	14658368	2198755200	200000/1847934	4488240824	10	130393	1082840	2920577761	no	no	286.68	20.8236	261.0	315.0	127	114.254	714.401	1	3689+7307+12499+20042	2355.35		4488240824
