sample	organelle_type	fastq_format	mean_error_rate	trim_percent	trim_int	trim_chars	mean_read_len	max_read_len	num_reads_1	seed_read_filesize	estimated_base_coverage	closest_seed	unmapped_percentage	unmapped_lengths	num_reads_2	w	k	max_extending_len	pre_w	mem_dup	mem_used	n_unique_reads	n_reads	n_bases	dup_used	mem_group	rounds	accepted_lines	accepted_words	mem_extending	circular	degenerate_base_used	library_size	library_deviation	library_left	library_right	res_kmer	res_kmer_cov	res_base_cov	res_path_count	res_len	time	mem_spades	mem_max
auto--SRR5602593-plastome	embplant_pt	Sanger	0.006	0.00%	33..33	!	244.1	250	1362792+1362792	21428206	94.25					120	"21,55,91,127"	inf	120	1632087572	1548335710	2638770	2725584	665315054	28007/28007	1746977947	10	114198	8034716	1939177734	yes	no	572.043	149.143	396	764	127	47.736	98.648	2	160121	1328.75		1939177734
auto--SRR5602594-plastome	embplant_pt	Sanger	0.0149	0.00%	33..33	!	297.8	300	2012947+2012947	31771400	94.21					137	"21,55,91,127"	inf	137	2732672942	2530809479	4001064	4025894	1198911233	12541/12541	2663953465	7	72140	11275124	2890512990	yes	no	579.316	148.841	402	769	127	74.92	129.853	2	159228	1780.8		2890512990
auto--SRR5602595-plastome	embplant_pt	Sanger	0.0084	0.00%	33..33	!	248.5	250	665200+665200	6810930	19					49	"21,55,91,127"	inf	49	871878361	871878361	1323401	1330400	330604400	6876/6876	958851448	10	697852	92158591	14452564951	yes	no	558.722	143.33	372	733	127	12.326	25.009	2	150961	8369.99		14452564951
auto--SRR5602596-plastome	embplant_pt	Sanger	0.0184	0.00%	33..33	!	295.4	300	1409711+1409711	41112372	99.05					135	"21,55,91,127"	inf	135	1893006835	1768452784	2777351	2819422	832857258	15688/15688	2036888240	5	82398	12596466	3093450194	yes	no	513.614	146.997	343	711	127	86.135	150.207	2	159987	1274.76		3093450194
auto--SRR5602597-plastome	embplant_pt	Sanger	0.0134	0.00%	33..33	!	296.5	300	1423723+1423723	29246764	101.56					138	"21,55,91,127"	inf	138	2007897210	1840393486	2796696	2847446	844267739	32469/32469	2152852357	10	294626	29597534	7168300417	yes	no	586.726	170.504	387	810	127	73.309	127.486	2	155230	3846.58		7168300417
auto--SRR5602598-plastome	embplant_pt	Sanger	0.0169	0.00%	33..33	!	294.2	300	1270060+1270060	9069624	38.02					121	"21,55,91,127"	inf	121	1737314271	1653562408	2492800	2540120	747303304	12423/12423	1770600267	10	123404	17146310	3789234896	yes	no	520.294	147.838	343	715	127	24.85	43.469	2	153140	2131.78		3789234896
auto--SRR5602599-plastome	embplant_pt	Sanger	0.0019	0.00%	33..33	!	248.2	250	2543909+2543909	52381806	173.75					154	"21,55,91,127"	inf	154	2631741210	2423435296	4989117	5087818	1262796427	69128/69128	3025804460	8	89462	2068782	909459324	yes	no	587.518	154	393	780	127	90.188	183.207	2	146926	1571		3025804460
auto--SRR5602600-plastome	embplant_pt	Sanger	0.0068	0.00%	33..33	!	248.1	250	1327534+1327534	29736272	134.7					121	"21,55,91,127"	inf	121	1624571379	1540819517	2619415	2655068	658722370	29780/29780	1754494140	10	101880	5520172	1373315792	yes	no	594.355	154.729	395	783	127	68.313	138.807	2	155617	1192.7		1754494140
auto--SRR5602601-plastome	embplant_pt	Sanger	0.0039	0.00%	33..33	!	247.1	250	1468745+1468745	36783944	124.36					138	"21,55,91,127"	inf	138	1680405954	1512902230	2881429	2937490	725853779	32530/32530	1740535496	10	107344	6254566	1759862849	yes	no	537.467	147.596	351	728	127	85.429	174.3	12	162304	1235.35		1759862849
auto--SRR5602602-plastome	embplant_pt	Sanger	0.0056	0.00%	33..33	!	248	250	1774932+1774932	38952610	140.22					125	"21,55,91,127"	inf	125	2139967455	1972463730	3505868	3549864	880366272	24318/24318	2073395462	10	124183	8396678	1970316247	yes	no	562.758	134.688	397	734	127	99.204	201.658	2	153040	1558.97		2139967455
auto--SRR5602603-plastome	embplant_pt	Sanger	0.0184	0.00%	33..33	!	298	300	1640979+1640979	19737056	66.23					132	"21,55,91,127"	inf	132	2282775117	2115271393	3267145	3281958	978023484	6961/6961	2157147324	7	42406	6835938	1660004859	yes	no	555.85	143.052	384	743	127	43.899	76.052	2	160089	1312.82		2282775117
auto--SRR5602604-plastome	embplant_pt	Sanger	0.0047	0.00%	33..33	!	247.8	250	1852832+1852832	13920876	60.26					133	"21,55,91,127"	inf	133	2000381018	1782411427	3665406	3705664	918263539	15702/15702	1944546443	10	305365	19715106	4418447605	yes	no	591.795	148.715	408	783	127	33.97	69.112	2	159156	2519.36		4418447605
auto--SRR5602605-plastome	embplant_pt	Sanger	0.017	0.00%	33..33	!	295.5	300	1199457+1199457	50787382	268.85					143	"21,55,91,127"	inf	143	1707249500	1623497637	2365478	2398914	708879087	17709/17709	1710470725	10	140950	18001678	4267050008	yes	no	513.808	142.687	333	695	127	151.148	263.528	2	155577	1708.23		4267050008
auto--SRR5602606-plastome	embplant_pt	Sanger	0.0029	0.00%	33..33	!	247.6	250	1356811+1356811	9843038	40.37					128	"21,55,91,127"	inf	128	1492501135	1408749273	2667504	2713622	671892807	34636/34636	1663226085	3	25576	792392	493921239	yes	no	604.301	163.631	396	807	127	20.243	41.223	2	160053	503.64		1663226085
auto--SRR5602607-plastome	embplant_pt	Sanger	0.0044	0.00%	33..33	!	150.5	151	2752799+2752799	5909266	25.96					49	"21,55,91,127"	inf	49	2540473155	2328946016	5495153	5505598	828592499	9808/9808	2412697878	10	2720267	193826738	29834990321	yes	no	612.472	142.005	439	790	127	5.098	31.349	2	143187	20662.08		29834990321
auto--SRR5602608-plastome	embplant_pt	Sanger	0.005	0.00%	33..33	!	150.4	151	3195974+3195974	9207332	40.09					77	"21,55,91,127"	inf	77	2745557843	2359010787	6362640	6391948	961348979	23467/23467	2467458711	4	46410	1127046	359703511	yes	no	599.73	141.688	427	778	127	8.137	50.078	2	142723	1006.86		2745557843
auto--SRR5602609-plastome	embplant_pt	Sanger	0.0178	0.00%	33..33	!	295.9	300	1929116+1929116	10781086	42.56					124	"21,55,91,127"	inf	124	2614561341	2447057616	3817242	3858232	1141650848	21319/21319	2694018236	10	125598	17135264	3772055027	no	no	506.229	150.13	329	702	127	37.574	65.439	2	144567	2578.21		3772055027
auto--SRR5602610-plastome	embplant_pt	Sanger	0.0046	0.00%	33..33	!	246.4	250	1240196+1240196	2272840	10.61					49	"21,55,91,127"	inf	49	1510754746	1427002884	2410660	2480392	611168588	69586/69586	4351875612	10	1480702	209397140	32300301549	yes	no	391.021	142.657	238	589	127	6.841	13.997	2	143264	23452.39		32300301549
auto--SRR6478596-plastome	embplant_pt	Sanger	0.0032	0.00%	33..33	!	121.7	126	6041307+6084659	19332050	778.51				3880063+3907906	91	"21,55,91"	inf	91	2683280818	2288143826	6665658	7787969	947795827	200000/272427	2611340115	10	271047	1731968	876173328	no	no	501.894	164.371	296	712	91	173.015	663.544	2	56784+91841	1617.38		2683280818
auto--SRR6932851-plastome	embplant_pt	Illumina 1.8+	0.0007	0.00%	33..33	!	98.3	100	10000000+10000000	13752606	841.76				5939963+5939963	73	"21,55,91"	inf	73	3311419785	3219077988	10488889	11879926	1167796725	200000/582868	3796751089	10	148570	485522	1829656068	yes	no	176.113	9.23558	165	188	91	19.485	231.64	2	147671	1823.96		3796751089
auto--SRR7630500-plastome	embplant_pt	Sanger	0.0094	0.00%	33..33	!	301	301	7279904+7279904	14992594	662.89				5491040+5491040	225	"21,55,91,127"	inf	225	5769214820	5638218317	10906929	10982080	3305606080	53401/53401	5765993594	5	185923	4728898	1707249500	yes	no	545.877	108.88	405	684	127	292.821	503.653	2	146229	2651.23		5769214820
customized--ERR964904-plastome	embplant_pt	Illumina 1.8+	0.0243	0.00%	33..33	!	101	101	8664415+8664415	1497186	67.57					49	"55,85"	inf	49	4150012149	3926673850	12452100	17328830	1750211830	200000/900760	5563056390	8	5637005	124147822	19528142553	yes	no	474.964	32.9966	449	508	85	10.728	63.753	1	19400	14904.97		19528142553
customized--SRR5602573-plastome	embplant_pt	Sanger	0.022	0.00%	33..33	!	290	300	1257524+1257524	56227172	77.93					105	"75,127"	inf	105	1683627180	1599875317	2442504	2515048	729363920	25630/25630	1869384515	2	423363	30001382	6252398641	yes	no	505.243	146.5	327	697	127	142.493	251.962	2	153108	8497.06		6252398641
customized--SRR5602574-plastome	embplant_pt	Sanger	0.0209	0.00%	33..33	!	243.5	301	5197414+5197414	8658454	24.07					53	"45,115"	inf	53	5315022028	4915590070	8482484	10394828	2531140618	200000/1891052	11354819788	1	2707383	400301654	62621696917	yes	no	260.557	105.187	154	406	115	13.106	24.644	2	151920	44128.48		62621696917
customized--SRR5602575-plastome	embplant_pt	Sanger	0.0183	0.00%	33..33	!	272.8	301	3101240+3101240	13100756	35.61					56	"21,55,115"	inf	56	3787087413	3423088934	5640890	6202480	1692036544	200000/538003	11300058955	2	2391928	400025917	65095598080	yes	no	358.569	134.491	200	542	115	27.466	47.179	2	151868	45856.93		65095598080
customized--SRR5602577-plastome	embplant_pt	Sanger	0.0022	0.00%	33..33	!	226.5	250	4911880+4911880	19670968	57.72					129	"75,127"	inf	129	4264902524	3854733148	8089822	9823760	2225081640	200000/1114460	8658654068	5	40651	1890816	2069100494	yes	no	427.403	155.258	211	623	127	32.267	72.729	2	151960	1952.58		8658654068
customized--SRR5602579-plastome	embplant_pt	Sanger	0.0218	0.00%	33..33	!	263	300	1669371+1669371	12654968	41.35					95	"75,127"	inf	95	2154999840	1987496116	3284845	3338742	878089146	981/981	1987496116	10	287611	36810390	6582037381	yes	no	267.863	90.4553	162	389	127	24.687	47.398	2	151951	4546.2		6582037381
customized--SRR5602581-plastome	embplant_pt	Sanger	0.0046	0.00%	33..33	!	248	250	1099311+1099311	7086714	23.27	KP842705.1_Cynara_cardunculus_var._altilis_cultivar_Verde_de_Peralta_chloroplast__complete_genome	0.0802	2166 1230 1193 865 749		55	"21,55,91,127"	2000	55	1408749273	1324997410	2174600	2198622	545258256	23441/23441	1885490642	10	856963	121310860	20713553526	yes	no	470.17	139.444	297	650	127	12.262	24.931	2	151913	13750.56		20713553526
customized--SRR5602609-plastome	embplant_pt	Sanger	0.0178	0.00%	33..33	!	295.9	300	1929116+1929116	10781086	20.29					51	"21,45,55,75,85,105,115,127"	inf	51	2646773596	2479269871	3826403	3858232	1141650848	26331/26331	3047279296	2	2117094	400087196	60940217221	yes	no	493.906	154.324	318	699	127	41.831	72.853	2	143626	56844.18		60940217221
w0.60--ERR1917165-plastome	embplant_pt	Sanger	0.033	0.00%	33..33	!	301	301	4086825+4086825	272537974	865.21				2361753+2361753	181	"21,55,91,127"	inf	181	2931315179	2725156749	4694194	4723506	1421775306	19049/19049	2767032680	10	272555	52909944	15040975470	yes	no	537.164	171.192	329	798	127	432.297	743.551	2	86749	3664.06		15040975470
w0.60--ERR2206741-plastome	embplant_pt	Illumina 1.8+	0.0102	0.00%	33..33	!	101	101	10000000+10000000	39487576	69.74					61	"21,55,91"	inf	61	4718021574	4221952851	19653252	20000000	2020000000	200000/216062	4733053960	10	197046	1195916	1006096089	no	no	337.762	74.9161	258	402	91	12.893	118.659	6	33975+159960	2726.26		4733053960
w0.60--ERR268390-plastome	embplant_pt	Illumina 1.8+	0.0306	0.00%	33..33	!	101	101	10000000+10000000	62528942	255.39					61	"21,55,91"	inf	61	4657892032	4160749568	19451033	20000000	2020000000	200000/459887	5163624431	10	771367	14461236	2758442745	yes	no	407.809	141.186	224	594	91	25.929	238.211	15	124132	4060.65		5163624431
w0.60--ERR964904-plastome	embplant_pt	Illumina 1.8+	0.0243	0.00%	33..33	!	101	101	8664415+8664415	1497186	22.54					61	"21,55,91"	inf	61	3591666401	3368328101	12452100	17328830	1750211830	200000/900760	4379792900	10	3238636	50929008	8865886240	no	no	481.847	22.0253	455	509	91	6.16	56.584	1	1809+5445+6048+6428+13046+16220+20793+38800	7933.01		8865886240
w0.60--SRR1145775-plastome	embplant_pt	Illumina 1.8+	0.0064	0.00%	33..33	!	100	100	10000000+10000000	27004196	140.14					60	"21,55,91"	inf	60	4744865120	4248796397	19850967	20000000	2000000000	115051/115051	4508641918	10	240291	2724730	681826058	yes	no	235.028	97.0371	136	368	91	14.824	148.317	2	127693	2713.82		4744865120
w0.60--SRR2037123-plastome	embplant_pt	Illumina 1.8+	0.0229	0.00%	33..33	!	101	101	3087286+3087286	14004486	52.93					61	"21,55,91"	inf	61	2001454759	1783485169	5301321	6174572	623631772	200000/298242	2057289334	10	1223095	18493954	3020435750	yes	no	183.729	66.1328	111	274	91	49.514	455.36	1	129971	3426.03		3020435750
w0.60--SRR2057084-plastome	embplant_pt	Illumina 1.8+	0.0022	0.00%	33..33	!	100	100	3713045+3713045	263772834	204.71					60	"21,55,91"	inf	60	2050846883	1842540969	5464320	7426090	742609000	200000/558877	2445983875	10	427515	4357056	1826434842	no	no	508.828	13.8074	492	526	91	104.491	1044.91	1	92+100+114+130+1460+2688+4072+6533+7086+9951+21933+26650+54382	2585.33		2445983875
w0.60--SRR4428742-plastome	embplant_pt	Illumina 1.8+	0.0061	0.00%	33..33	!	100	100	4268123+4268123	219665480	160.31					60	"21,55,91"	inf	60	2753074036	2359010787	7246697	8536246	853624600	200000/377508	2674690883	10	2743200	48976976	8263517077	yes	no	155.44	12.2174	141	170	91	59.271	592.757	2	152978	6669.11		8263517077
w0.60--SRR5028199-plastome	embplant_pt	Illumina 1.8+	0.0105	0.00%	33..33	!	151	151	10000000+10000000	14167418	72.79					91	"21,55,91,127"	inf	91	4505420693	4009351970	17412337	20000000	3020000000	200000/2152404	9090298281	10	61960	2193314	2116345135	yes	no	408.421	123.157	282	569	91	26.776	66.282	15	124219	4671.83		9090298281
w0.60--SRR5602572-plastome	embplant_pt	Sanger	0.0123	0.00%	33..33	!	294.9	300	2532608+2532608	42288030	47.09					177	"21,55,91,127"	inf	177	3022583234	2791728742	4928978	5065216	1493732198	52499/52499	3409130291	10	286622	18057284	5275293581	yes	no	560.854	151.615	378	758	127	123.208	215.112	2	155188	2871.64		5275293581
w0.60--SRR5602573-plastome	embplant_pt	Sanger	0.022	0.00%	33..33	!	290	300	1257524+1257524	56227172	77.93					174	"21,55,91,127"	inf	174	1532229582	1396938113	2417363	2515048	729363920	13158/13158	1504312295	9	118422	16524228	4457102311	no	no	507.083	142.595	333	695	127	129.295	228.624	2	152918	1384.01		4457102311
w0.60--SRR5602574-plastome	embplant_pt	Sanger	0.0209	0.00%	33..33	!	243.5	301	5197414+5197414	8658454	24.07					146	"21,55,91,127"	inf	146	5047660314	4639638421	7809251	10394828	2531140618	200000/1309447	7161857966	10	20464	2253150	1451698946	no	no	347.653	144.927	185	547	127	17.147	35.536	1	5763+18431+21219+78325	3639.2		7161857966
w0.60--SRR5602575-plastome	embplant_pt	Sanger	0.0183	0.00%	33..33	!	272.8	301	3101240+3101240	13100756	35.61					164	"21,55,91,127"	inf	164	3224446697	3002182139	5383600	6202480	1692036544	200000/317008	6622839570	3	23830	2684846	1648193699	no	no	418.219	151.588	232	629	127	24.161	44.894	2	152181	1362.12		6622839570
w0.60--SRR5602576-plastome	embplant_pt	Sanger	0.0042	0.00%	33..33	!	248.9	250	970715+970715	5163492	17.59					149	"21,55,91,127"	inf	149	1095216660	1011464798	1928933	1941430	483221927	9450/9450	1067299373	4	11233	802994	315680096	no	no	522.311	139.566	352	703	127	8.742	17.704	2	39904+112103	374.94		1095216660
w0.60--SRR5602577-plastome	embplant_pt	Sanger	0.0022	0.00%	33..33	!	226.5	250	4911880+4911880	19670968	57.72					136	"21,55,91,127"	inf	136	4177929437	3789234896	8025059	9823760	2225081640	200000/1056383	8539468726	10	40371	1830772	1950988894	no	no	429.161	153.624	215	623	127	32.158	72.483	2	152254	2928.51		8539468726
w0.60--SRR5602578-plastome	embplant_pt	Sanger	0.0046	0.00%	33..33	!	245.8	250	961923+961923	8176040	25.94					147	"21,55,91,127"	inf	147	1054414471	970662608	1866778	1923846	472881346	28435/28435	1365799600	3	17461	1055222	476741369	no	no	483.074	140.536	298	661	127	13.852	28.426	2	152168	308.32		1365799600
w0.60--SRR5602579-plastome	embplant_pt	Sanger	0.0218	0.00%	33..33	!	263	300	1669371+1669371	12654968	41.35					158	"21,55,91,127"	inf	158	1841467228	1672889761	2970498	3338742	878089146	748/748	1672889761	10	33079	3358556	962072674	no	no	261.623	70.4627	179	358	127	27.5	52.798	1	13248+18406+21219+35136+35982	1281.35		1841467228
w0.60--SRR5602581-plastome	embplant_pt	Sanger	0.0046	0.00%	33..33	!	248	250	1099311+1099311	7086714	21.92					149	"21,55,91,127"	inf	149	1191853424	1108101562	2168245	2198622	545258256	18998/18998	1275605286	10	16144	1035474	372588412	no	no	513.918	138.531	341	693	127	11.915	24.225	2	48931+103294	770.03		1275605286
w0.60--SRR5602582-plastome	embplant_pt	Sanger	0.0058	0.00%	33..33	!	245.2	250	1285872+1285872	40987202	39.12					147	"21,55,91,127"	inf	147	1340029796	1256277934	2478431	2571744	630591628	35054/35054	1402306822	10	116031	6152832	1727650594	yes	no	578.18	146.833	396	765	127	99.595	204.878	2	157764	1181.91		1727650594
