EDGE	database	loci	loci_gene_sequential	loci_sequential	details
48888	embplant_mt;embplant_pt	rrnL;rrn16	rrn16>>rrnL	rrn16>>rrnL	rrn16(1092-1364,embplant_pt)>>rrnL(2575-2751,embplant_mt)
48910	embplant_pt	accD,cemA,clpP,petA,petG,psaI,psaJ,psbB,psbE,psbF,psbJ,psbL,rpl20,rpl33,rps12_1,rps18,ycf4	accD>>psaI>>ycf4>>cemA>>petA>>psbJ>>psbL>>psbF>>psbE>>petG>>psaJ>>rpl33>>rps18>>rpl20>>rps12_1>>clpP>>psbB>>49434	accD>>psaI>>ycf4>>cemA>>petA>>psbJ>>psbL>>psbF>>psbE>>petG>>psaJ>>rpl33>>rps18>>rpl20>>rps12_1>>clpP>>psbB>>49434	accD(165-992,embplant_pt)>>psaI(1739-1849,embplant_pt)>>ycf4(2280-2847,embplant_pt)>>cemA(3719-4405,embplant_pt)>>petA(4615-5577,embplant_pt)>>psbJ(6619-6741,embplant_pt)>>psbL(6875-6991,embplant_pt)>>psbF(7015-7134,embplant_pt)>>psbE(7149-7400,embplant_pt)>>petG(8547-8660,embplant_pt)>>psaJ(9366-9500,embplant_pt)>>rpl33(9971-10177,embplant_pt)>>rps18(10324-10629,embplant_pt)>>rpl20(10906-11263,embplant_pt)>>rps12_1(12080-12193,embplant_pt)>>clpP(12330-14362,embplant_pt)>>psbB(14824-14989,embplant_pt)>>49434
48916	embplant_mt	sdh3	sdh3	sdh3	sdh3(1-152,embplant_mt)
48920	embplant_pt	rpl2	rpl2>>47942	rpl2>>47942	rpl2(1-1200,embplant_pt)>>47942
48962	embplant_mt;embplant_pt	rrn5,rrnS;rrn16	rrnS>>rrn16>>rrnS>>rrn16>>rrn5	rrnS>>rrn16>>rrnS>>rrn16>>rrn5	rrnS(1315-2576,embplant_mt)>>rrn16(1571-2429,embplant_pt)>>rrnS(2687-3228,embplant_mt)>>rrn16(2799-3060,embplant_pt)>>rrn5(3433-3548,embplant_mt)
48970	embplant_pt	ndhB	ndhB>>49488	ndhB>>49488	ndhB(245-661,embplant_pt)>>49488
48976	embplant_pt	infA,petB,petD,psbH,psbN,psbT,rpl14,rpl16,rpl22,rpl36,rpoA,rps11,rps19,rps3,rps8	rps19>>rpl22>>rps3>>rpl16>>rpl14>>rps8>>infA>>rpl36>>rps11>>rpoA>>petD>>petB>>psbH>>psbN>>psbT>>49086	rps19>>rpl22>>rps3>>rpl16>>rpl14>>rps8>>infA>>rpl36>>rps11>>rpoA>>petD>>petB>>psbH>>psbN>>psbT>>49086	rps19(41-318,embplant_pt)>>rpl22(417-719,embplant_pt)>>rps3(793-1446,embplant_pt)>>rpl16(2358-2843,embplant_pt)>>rpl14(2984-3352,embplant_pt)>>rps8(3557-3959,embplant_pt)>>infA(4075-4308,embplant_pt)>>rpl36(4405-4518,embplant_pt)>>rps11(4625-5036,embplant_pt)>>rpoA(5115-6110,embplant_pt)>>petD(6311-7557,embplant_pt)>>petB(7772-9161,embplant_pt)>>psbH(9278-9498,embplant_pt)>>psbN(9610-9740,embplant_pt)>>psbT(9802-9908,embplant_pt)>>49086
49044	embplant_pt	psaA	psaA>>3064	psaA>>3064	psaA(568-772,embplant_pt)>>3064
49086	embplant_pt	psbB	psbB>>13112	psbB>>13112	psbB(30-434,embplant_pt)>>13112
49128	embplant_pt	ccsA,ndhA,ndhD,ndhE,ndhF,ndhG,ndhH,ndhI,psaC,rpl32,rps15,ycf1	ndhF>>rpl32>>ccsA>>ndhD>>psaC>>ndhE>>ndhG>>ndhI>>ndhA>>ndhH>>rps15>>ycf1>>49506	ndhF>>rpl32>>ccsA>>ndhD>>psaC>>ndhE>>ndhG>>ndhI>>ndhA>>ndhH>>rps15>>ycf1>>49506	ndhF(428-1801,embplant_pt)>>rpl32(2227-2380,embplant_pt)>>ccsA(3446-4397,embplant_pt)>>ndhD(4656-6158,embplant_pt)>>psaC(6278-6523,embplant_pt)>>ndhE(6773-7075,embplant_pt)>>ndhG(7295-7820,embplant_pt)>>ndhI(8203-8676,embplant_pt)>>ndhA(8750-10764,embplant_pt)>>ndhH(10789-11970,embplant_pt)>>rps15(12068-12300,embplant_pt)>>ycf1(12719-17073,embplant_pt)>>49506
49158	embplant_pt	rpoC2	rpoC2>>49428	rpoC2>>49428	rpoC2(3-302,embplant_pt)>>49428
49196	embplant_mt;embplant_pt	rrnL;rrn23	rrn23>>rrnL>>49392	rrn23>>rrnL>>49392	rrn23(1-1734,embplant_pt)>>rrnL(97-213,embplant_mt)>>49392
49252	embplant_pt	ndhF	ndhF>>49128	ndhF>>49128	ndhF(95-480,embplant_pt)>>49128
49270	embplant_pt	petN,psbM,rpoB,rpoC1	rpoC1>>rpoB>>petN>>psbM>>49294	rpoC1>>rpoB>>petN>>psbM>>49294	rpoC1(1-2335,embplant_pt)>>rpoB(2364-5574,embplant_pt)>>petN(7634-7723,embplant_pt)>>psbM(8588-10443,embplant_pt)>>49294
49288	embplant_pt	psaA,psaB,psbZ,rps14	psaA>>psaB>>psaA>>rps14>>psbZ>>47932	psaA>>psaB>>psaA>>rps14>>psbZ>>47932	psaA(1-68,embplant_pt)>>psaB(94-2298,embplant_pt)>>psaA(857-998,embplant_pt)>>rps14(2421-2723,embplant_pt)>>psbZ(3428-3547,embplant_pt)>>47932
49294	embplant_pt	psbC,psbD	psbD>>psbC>>48568	psbD>>psbC>>48568	psbD(362-1423,embplant_pt)>>psbC(1371-2743,embplant_pt)>>48568
49342	embplant_pt	rps12_2,rps7	rps12_2>>rps7>>4590	rps12_2>>rps7>>4590	rps12_2(1-645,embplant_pt)>>rps7(699-1166,embplant_pt)>>4590
49380	embplant_pt	atpA,atpF,atpH,atpI,matK,psbA,psbI,psbK,rpoC2,rps16,rps2	rpoC2>>rps2>>atpI>>atpH>>atpF>>atpA>>psbI>>psbK>>rps16>>matK>>psbA>>48886	rpoC2>>rps2>>atpI>>atpH>>atpF>>atpA>>psbI>>psbK>>rps16>>matK>>psbA>>48886	rpoC2(1-2916,embplant_pt)>>rps2(3143-3848,embplant_pt)>>atpI(4085-4828,embplant_pt)>>atpH(5914-6159,embplant_pt)>>atpF(6545-7814,embplant_pt)>>atpA(7879-9402,embplant_pt)>>psbI(11537-11647,embplant_pt)>>psbK(12038-12223,embplant_pt)>>rps16(13326-14472,embplant_pt)>>matK(16045-17490,embplant_pt)>>psbA(18135-19193,embplant_pt)>>48886
49386	embplant_pt	ndhJ	ndhJ>>48784	ndhJ>>48784	ndhJ(1891-2367,embplant_pt)>>48784
49392	embplant_pt	rrn23	rrn23>>48930	rrn23>>48930	rrn23(1-189,embplant_pt)>>48930
49404	embplant_mt;embplant_pt	rrnL;rrn23	rrn23>>rrnL>>48880	rrn23>>rrnL>>48880	rrn23(1-382,embplant_pt)>>rrnL(10-288,embplant_mt)>>48880
49428	embplant_pt	rpoC1,rpoC2	rpoC2>>rpoC1>>48452	rpoC2>>rpoC1>>48452	rpoC2(1-1055,embplant_pt)>>rpoC1(1255-1495,embplant_pt)>>48452
49434	embplant_pt	psbB	psbB>>13112	psbB>>13112	psbB(1-907,embplant_pt)>>13112
49440	embplant_pt	ycf3	ycf3>>45810	ycf3>>45810	ycf3(48-1787,embplant_pt)>>45810
49446	embplant_mt;embplant_pt	rrnS;rps12_2,rrn16	rps12_2>>rrn16>>rrnS>>48046	rps12_2>>rrn16>>rrnS>>48046	rps12_2(1-224,embplant_pt)>>rrn16(2144-3634,embplant_pt)>>rrnS(2357-3510,embplant_mt)>>48046
49464	embplant_pt	psaA	psaA>>3104	psaA>>3104	psaA(1-405,embplant_pt)>>3104
49470	embplant_pt	ycf2	ycf2>>48586	ycf2>>48586	ycf2(3-787,embplant_pt)>>48586
49482	embplant_pt	rbcL	rbcL>>48784	rbcL>>48784	rbcL(1-214,embplant_pt)>>48784
49488	embplant_pt	ndhB,ycf15,ycf2	ycf2>>ycf15>>ndhB>>48970	ycf2>>ycf15>>ndhB>>48970	ycf2(6-438,embplant_pt)>>ycf15(554-656,embplant_pt)>>ndhB(1734-3548,embplant_pt)>>48970
49494	embplant_pt	rbcL	rbcL>>48006	rbcL>>48006	rbcL(782-1527,embplant_pt)>>48006
49500	embplant_pt	psaA	psaA>>48490	psaA>>48490	psaA(1-1195,embplant_pt)>>48490
49506	embplant_pt	ycf1	ycf1>>48880	ycf1>>48880	ycf1(20-774,embplant_pt)>>48880
712	embplant_pt	psbZ	psbZ>>47932	psbZ>>47932	psbZ(189-308,embplant_pt)>>47932
7838	embplant_pt	rps4	rps4>>43704	rps4>>43704	rps4(1-312,embplant_pt)>>43704
8002	embplant_pt	ndhB	ndhB	ndhB	ndhB(1-370,embplant_pt)
8372	embplant_pt	psaA,rpl2	rpl2>>psaA>>49288	rpl2>>psaA>>49288	rpl2(3-75,embplant_pt)>>psaA(63-130,embplant_pt)>>49288
9966	embplant_pt	psaA	psaA>>49464	psaA>>49464	psaA(1-144,embplant_pt)>>49464
