EDGE	database	loci	loci_gene_sequential	loci_sequential	details
9416592	embplant_pt	rpl2	rpl2>>9524878	rpl2>>9524878	rpl2(85-159,embplant_pt)>>9524878
9422386	embplant_pt	rps4	rps4>>8949698	rps4>>8949698	rps4(15-230,embplant_pt)>>8949698
9429904	embplant_pt	psbZ	psbZ>>9543296	psbZ>>9543296	psbZ(88-231,embplant_pt)>>9543296
9439590	embplant_pt	atpB,atpE,ndhC,ndhK	atpB>>atpE>>ndhC>>ndhK>>9850786	atpB>>atpE>>ndhC>>ndhK>>9850786	atpB(703-2199,embplant_pt)>>atpE(2196-2585,embplant_pt)>>ndhC(4350-4712,embplant_pt)>>ndhK(4682-5443,embplant_pt)>>9850786
9448660	embplant_pt	ycf2	ycf2>>9861418	ycf2>>9861418	ycf2(1-587,embplant_pt)>>9861418
9455610	embplant_pt	rpl2	rpl2>>9524878	rpl2>>9524878	rpl2(95-458,embplant_pt)>>9524878
9457030	embplant_mt;embplant_pt	rrnL;rrn16	rrn16>>rrnL	rrn16>>rrnL	rrn16(986-1258,embplant_pt)>>rrnL(2469-2610,embplant_mt)
9460690	embplant_pt	rps12_2	rps12_2	rps12_2	rps12_2(4-75,embplant_pt)
9523980	embplant_mt;embplant_pt	rrnL;rrn23,rrn4.5,rrn5	rrn5>>rrn4.5>>rrn23>>rrnL>>9855750	rrn5>>rrn4.5>>rrn23>>rrnL>>9855750	rrn5(984-1104,embplant_pt)>>rrn4.5(1329-1430,embplant_pt)>>rrn23(1531-2263,embplant_pt)>>rrnL(1562-2081,embplant_mt)>>9855750
9524878	embplant_pt	rpl2	rpl2>>9416592	rpl2>>9416592	rpl2(1-1200,embplant_pt)>>9416592
9541350	embplant_pt	rps12_2,rps7	rps7>>rps12_2>>9846552	rps7>>rps12_2>>9846552	rps7(151-618,embplant_pt)>>rps12_2(672-772,embplant_pt)>>9846552
9543296	embplant_pt	psaB,psbZ,rps14	psbZ>>rps14>>psaB>>9837648	psbZ>>rps14>>psaB>>9837648	psbZ(1-120,embplant_pt)>>rps14(825-1127,embplant_pt)>>psaB(1250-1453,embplant_pt)>>9837648
9552150	embplant_pt	ycf2	ycf2>>9861418	ycf2>>9861418	ycf2(669-848,embplant_pt)>>9861418
9567490	embplant_pt	ndhB	ndhB>>9863398	ndhB>>9863398	ndhB(245-661,embplant_pt)>>9863398
9584224	embplant_pt	infA,petB,petD,psbH,psbN,psbT,rpl14,rpl16,rpl22,rpl36,rpoA,rps11,rps19,rps3,rps8	rps19>>rpl22>>rps3>>rpl16>>rpl14>>rps8>>infA>>rpl36>>rps11>>rpoA>>petD>>petB>>psbH>>psbN>>psbT>>9799188	rps19>>rpl22>>rps3>>rpl16>>rpl14>>rps8>>infA>>rpl36>>rps11>>rpoA>>petD>>petB>>psbH>>psbN>>psbT>>9799188	rps19(41-318,embplant_pt)>>rpl22(417-719,embplant_pt)>>rps3(793-1446,embplant_pt)>>rpl16(2358-2843,embplant_pt)>>rpl14(2984-3352,embplant_pt)>>rps8(3557-3959,embplant_pt)>>infA(4075-4308,embplant_pt)>>rpl36(4405-4518,embplant_pt)>>rps11(4625-5036,embplant_pt)>>rpoA(5115-6110,embplant_pt)>>petD(6311-7557,embplant_pt)>>petB(7772-9161,embplant_pt)>>psbH(9278-9498,embplant_pt)>>psbN(9610-9740,embplant_pt)>>psbT(9802-9908,embplant_pt)>>9799188
9664814	embplant_pt	accD,cemA,clpP,petA,petG,psaI,psaJ,psbB,psbE,psbF,psbJ,psbL,rpl20,rpl33,rps12_1,rps18,ycf4	psbB>>clpP>>rps12_1>>rpl20>>rps18>>rpl33>>psaJ>>petG>>psbE>>psbF>>psbL>>psbJ>>petA>>cemA>>ycf4>>psaI>>accD>>2562724	psbB>>clpP>>rps12_1>>rpl20>>rps18>>rpl33>>psaJ>>petG>>psbE>>psbF>>psbL>>psbJ>>petA>>cemA>>ycf4>>psaI>>accD>>2562724	psbB(1-166,embplant_pt)>>clpP(628-2660,embplant_pt)>>rps12_1(2797-2910,embplant_pt)>>rpl20(3727-4084,embplant_pt)>>rps18(4361-4666,embplant_pt)>>rpl33(4813-5019,embplant_pt)>>psaJ(5490-5624,embplant_pt)>>petG(6330-6443,embplant_pt)>>psbE(7590-7841,embplant_pt)>>psbF(7856-7975,embplant_pt)>>psbL(7999-8115,embplant_pt)>>psbJ(8249-8371,embplant_pt)>>petA(9413-10375,embplant_pt)>>cemA(10585-11271,embplant_pt)>>ycf4(12143-12710,embplant_pt)>>psaI(13141-13251,embplant_pt)>>accD(13998-14825,embplant_pt)>>2562724
9691786	embplant_pt	petN,psbM,rpoB,rpoC1	rpoC1>>rpoB>>petN>>psbM>>9836458	rpoC1>>rpoB>>petN>>psbM>>9836458	rpoC1(143-996,embplant_pt)>>rpoB(1025-4235,embplant_pt)>>petN(6295-6384,embplant_pt)>>psbM(7249-9104,embplant_pt)>>9836458
9758712	embplant_pt	psaA	psaA>>603144	psaA>>603144	psaA(568-772,embplant_pt)>>603144
9799188	embplant_pt	psbB	psbB>>2675850	psbB>>2675850	psbB(30-434,embplant_pt)>>2675850
9820262	embplant_pt	rpoC2	rpoC2>>9855298	rpoC2>>9855298	rpoC2(3-302,embplant_pt)>>9855298
9820992	embplant_pt	ccsA,ndhA,ndhD,ndhE,ndhF,ndhG,ndhH,ndhI,psaC,rpl32,rps15,ycf1	ndhF>>rpl32>>ccsA>>ndhD>>psaC>>ndhE>>ndhG>>ndhI>>ndhA>>ndhH>>rps15>>ycf1>>867328	ndhF>>rpl32>>ccsA>>ndhD>>psaC>>ndhE>>ndhG>>ndhI>>ndhA>>ndhH>>rps15>>ycf1>>867328	ndhF(428-1801,embplant_pt)>>rpl32(2227-2380,embplant_pt)>>ccsA(3446-4397,embplant_pt)>>ndhD(4656-6158,embplant_pt)>>psaC(6278-6523,embplant_pt)>>ndhE(6773-7075,embplant_pt)>>ndhG(7295-7820,embplant_pt)>>ndhI(8203-8676,embplant_pt)>>ndhA(8750-10764,embplant_pt)>>ndhH(10789-11970,embplant_pt)>>rps15(12068-12300,embplant_pt)>>ycf1(12719-15623,embplant_pt)>>867328
9831116	embplant_pt	ndhF	ndhF>>9820992	ndhF>>9820992	ndhF(95-480,embplant_pt)>>9820992
9831368	embplant_mt;embplant_pt	rrnL;rrn23	rrn23>>rrnL>>9850162	rrn23>>rrnL>>9850162	rrn23(1-1734,embplant_pt)>>rrnL(97-213,embplant_mt)>>9850162
9833848	embplant_pt	rpoC1	rpoC1>>9691786	rpoC1>>9691786	rpoC1(1-1301,embplant_pt)>>9691786
9836458	embplant_pt	psbC,psbD	psbD>>psbC>>9281530	psbD>>psbC>>9281530	psbD(362-1423,embplant_pt)>>psbC(1371-2743,embplant_pt)>>9281530
9837648	embplant_pt	psaA,psaB	psaA>>psaB>>psaA>>9543296	psaA>>psaB>>psaA>>9543296	psaA(1-68,embplant_pt)>>psaB(94-2169,embplant_pt)>>psaA(857-998,embplant_pt)>>9543296
9846552	embplant_pt	rps12_2	rps12_2>>9541350	rps12_2>>9541350	rps12_2(1-616,embplant_pt)>>9541350
9847962	embplant_pt	rpoC2	rpoC2>>9849966	rpoC2>>9849966	rpoC2(1-888,embplant_pt)>>9849966
9849966	embplant_pt	atpA,atpF,atpH,atpI,matK,psbA,psbI,psbK,rpoC2,rps16,rps2	rpoC2>>rps2>>atpI>>atpH>>atpF>>atpA>>psbI>>psbK>>rps16>>matK>>psbA>>9455610	rpoC2>>rps2>>atpI>>atpH>>atpF>>atpA>>psbI>>psbK>>rps16>>matK>>psbA>>9455610	rpoC2(1-2103,embplant_pt)>>rps2(2330-3035,embplant_pt)>>atpI(3272-4015,embplant_pt)>>atpH(5101-5346,embplant_pt)>>atpF(5732-7001,embplant_pt)>>atpA(7066-8589,embplant_pt)>>psbI(10724-10834,embplant_pt)>>psbK(11225-11410,embplant_pt)>>rps16(12513-13659,embplant_pt)>>matK(15232-16677,embplant_pt)>>psbA(17322-18380,embplant_pt)>>9455610
9850162	embplant_pt	rrn23	rrn23>>9538412	rrn23>>9538412	rrn23(1-189,embplant_pt)>>9538412
9850786	embplant_pt	ndhJ	ndhJ>>9439590	ndhJ>>9439590	ndhJ(1-467,embplant_pt)>>9439590
9852038	embplant_mt;embplant_pt	rrnS;rps12_2,rrn16	rps12_2>>rrn16>>rrnS>>9168040	rps12_2>>rrn16>>rrnS>>9168040	rps12_2(1-224,embplant_pt)>>rrn16(2144-3634,embplant_pt)>>rrnS(2357-3510,embplant_mt)>>9168040
9855298	embplant_pt	rpoC1,rpoC2	rpoC2>>rpoC1>>9259092	rpoC2>>rpoC1>>9259092	rpoC2(1-1055,embplant_pt)>>rpoC1(1255-1495,embplant_pt)>>9259092
9855426	embplant_pt	psbB	psbB>>2675850	psbB>>2675850	psbB(1-907,embplant_pt)>>2675850
9855750	embplant_mt;embplant_pt	rrnL;rrn23	rrn23>>rrnL>>9523980	rrn23>>rrnL>>9523980	rrn23(1-382,embplant_pt)>>rrnL(10-288,embplant_mt)>>9523980
9856256	embplant_pt	ycf3	ycf3>>9152574	ycf3>>9152574	ycf3(37-1776,embplant_pt)>>9152574
9858740	embplant_pt	psaA	psaA>>9393912	psaA>>9393912	psaA(1-405,embplant_pt)>>9393912
9861418	embplant_pt	ycf2	ycf2>>9448660	ycf2>>9448660	ycf2(3-787,embplant_pt)>>9448660
9861500	embplant_pt	rbcL	rbcL>>9439590	rbcL>>9439590	rbcL(1-214,embplant_pt)>>9439590
9863392	embplant_pt	psaA	psaA>>9266254	psaA>>9266254	psaA(1-1195,embplant_pt)>>9266254
9863398	embplant_pt	ndhB	ndhB>>9567490	ndhB>>9567490	ndhB(1-803,embplant_pt)>>9567490
9863942	embplant_pt	rbcL	rbcL>>9159458	rbcL>>9159458	rbcL(1-532,embplant_pt)>>9159458
9865314	embplant_pt	ycf1	ycf1>>9402782	ycf1>>9402782	ycf1(377-1131,embplant_pt)>>9402782
