EDGE	database	loci	loci_gene_sequential	loci_sequential	details
53294	embplant_mt;embplant_pt	rrnL;rrn23	rrn23>>rrnL>>53490	rrn23>>rrnL>>53490	rrn23(1-1734,embplant_pt)>>rrnL(97-213,embplant_mt)>>53490
53344	embplant_pt	ndhF	ndhF>>53258	ndhF>>53258	ndhF(95-480,embplant_pt)>>53258
53362	embplant_pt	rpoC1	rpoC1>>53092	rpoC1>>53092	rpoC1(1-1301,embplant_pt)>>53092
53386	embplant_pt	psaA,psaB,psbZ,rps14	psaA>>psaB>>psaA>>rps14>>psbZ>>52832	psaA>>psaB>>psaA>>rps14>>psbZ>>52832	psaA(1-68,embplant_pt)>>psaB(94-2298,embplant_pt)>>psaA(857-998,embplant_pt)>>rps14(2421-2723,embplant_pt)>>psbZ(3428-3547,embplant_pt)>>52832
53392	embplant_pt	psbC,psbD	psbD>>psbC>>52832	psbD>>psbC>>52832	psbD(362-1423,embplant_pt)>>psbC(1371-2792,embplant_pt)>>52832
53440	embplant_pt	rps12_2	rps12_2>>53008	rps12_2>>53008	rps12_2(1-616,embplant_pt)>>53008
53478	embplant_pt	atpA,atpF,atpH,atpI,matK,psbA,psbI,psbK,rpoC2,rps16,rps2	rpoC2>>rps2>>atpI>>atpH>>atpF>>atpA>>psbI>>psbK>>rps16>>matK>>psbA>>52926	rpoC2>>rps2>>atpI>>atpH>>atpF>>atpA>>psbI>>psbK>>rps16>>matK>>psbA>>52926	rpoC2(1-2916,embplant_pt)>>rps2(3143-3848,embplant_pt)>>atpI(4085-4828,embplant_pt)>>atpH(5914-6159,embplant_pt)>>atpF(6545-7814,embplant_pt)>>atpA(7879-9402,embplant_pt)>>psbI(11537-11647,embplant_pt)>>psbK(12038-12223,embplant_pt)>>rps16(13326-14472,embplant_pt)>>matK(16045-17490,embplant_pt)>>psbA(18135-19193,embplant_pt)>>52926
53484	embplant_pt	ndhJ	ndhJ>>52866	ndhJ>>52866	ndhJ(1-467,embplant_pt)>>52866
53490	embplant_pt	rrn23	rrn23>>53002	rrn23>>53002	rrn23(1-189,embplant_pt)>>53002
53502	embplant_mt;embplant_pt	rrnS;rps12_2,rrn16	rps12_2>>rrn16>>rrnS>>53002	rps12_2>>rrn16>>rrnS>>53002	rps12_2(1-224,embplant_pt)>>rrn16(2144-3634,embplant_pt)>>rrnS(2357-3510,embplant_mt)>>53002
53514	embplant_mt;embplant_pt	rrnL;rrn23	rrn23>>rrnL>>52882	rrn23>>rrnL>>52882	rrn23(1-382,embplant_pt)>>rrnL(10-288,embplant_mt)>>52882
53532	embplant_pt	rpoC1,rpoC2	rpoC2>>rpoC1>>52170	rpoC2>>rpoC1>>52170	rpoC2(1-1055,embplant_pt)>>rpoC1(1255-1495,embplant_pt)>>52170
53538	embplant_pt	accD,cemA,clpP,petA,petG,psaI,psaJ,psbB,psbE,psbF,psbJ,psbL,rpl20,rpl33,rps12_1,rps18,ycf4	accD>>psaI>>ycf4>>cemA>>petA>>psbJ>>psbL>>psbF>>psbE>>petG>>psaJ>>rpl33>>rps18>>rpl20>>rps12_1>>clpP>>psbB>>14234	accD>>psaI>>ycf4>>cemA>>petA>>psbJ>>psbL>>psbF>>psbE>>petG>>psaJ>>rpl33>>rps18>>rpl20>>rps12_1>>clpP>>psbB>>14234	accD(165-992,embplant_pt)>>psaI(1739-1849,embplant_pt)>>ycf4(2280-2847,embplant_pt)>>cemA(3719-4405,embplant_pt)>>petA(4615-5577,embplant_pt)>>psbJ(6619-6741,embplant_pt)>>psbL(6875-6991,embplant_pt)>>psbF(7015-7134,embplant_pt)>>psbE(7149-7400,embplant_pt)>>petG(8547-8660,embplant_pt)>>psaJ(9366-9500,embplant_pt)>>rpl33(9971-10177,embplant_pt)>>rps18(10324-10629,embplant_pt)>>rpl20(10906-11263,embplant_pt)>>rps12_1(12080-12193,embplant_pt)>>clpP(12330-14362,embplant_pt)>>psbB(14824-15821,embplant_pt)>>14234
53544	embplant_pt	ycf3	ycf3>>51678	ycf3>>51678	ycf3(37-1776,embplant_pt)>>51678
53562	embplant_pt	psaA	psaA>>3320	psaA>>3320	psaA(1-405,embplant_pt)>>3320
53574	embplant_pt	ycf2	ycf2>>52906	ycf2>>52906	ycf2(3-787,embplant_pt)>>52906
53580	embplant_pt	rbcL	rbcL>>52866	rbcL>>52866	rbcL(1-214,embplant_pt)>>52866
53586	embplant_pt	ndhB	ndhB>>53008	ndhB>>53008	ndhB(1-1145,embplant_pt)>>53008
53592	embplant_pt	rbcL	rbcL>>51718	rbcL>>51718	rbcL(782-1527,embplant_pt)>>51718
53598	embplant_pt	psaA	psaA>>52204	psaA>>52204	psaA(1-1195,embplant_pt)>>52204
53604	embplant_pt	ycf1	ycf1>>52882	ycf1>>52882	ycf1(20-774,embplant_pt)>>52882
53606	embplant_pt	ycf2	ycf2>>13892	ycf2>>13892	ycf2(268-5187,embplant_pt)>>13892
53608	embplant_mt	ccmC	ccmC	ccmC	ccmC(201-323,embplant_mt)
6680	embplant_pt	ndhB	ndhB>>53586	ndhB>>53586	ndhB(271-345,embplant_pt)>>53586
746	embplant_pt	psbZ	psbZ>>52832	psbZ>>52832	psbZ(189-308,embplant_pt)>>52832
8148	embplant_pt	ycf3	ycf3	ycf3	ycf3(31-182,embplant_pt)
8448	embplant_pt	rps4	rps4>>52788	rps4>>52788	rps4(1-312,embplant_pt)>>52788
9038	embplant_pt	psaA,rpl2	rpl2>>psaA>>53386	rpl2>>psaA>>53386	rpl2(3-75,embplant_pt)>>psaA(63-130,embplant_pt)>>53386
